Et_4A_035145.mRNA1,,,,evm.model.Smar18g01654,,,,
Et_4A_032383.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035723.mRNA1,evm.model.Smar20g00905,evm.model.Smar04g02990,.,evm.model.Smar18g00355,Chr07G009000.1,Chr12G013230.1,Chr04G002250.1,Chr01G026150.1
Et_4A_034576.mRNA1,.,evm.model.Smar04g02991,.,.,.,Chr12G013220.1,.,.
Et_4A_034577.mRNA1,evm.model.Smar20g00906,evm.model.Smar04g02992,.,evm.model.Smar18g00358,Chr07G009010.1,.,Chr04G002240.1,Chr01G026170.1
Et_4A_034571.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034572.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035724.mRNA1,.,evm.model.Smar04g02993,evm.model.Smar14g00767,evm.model.Smar18g00360,Chr07G009020.1,Chr12G013210.1,Chr04G002230.1,Chr01G026180.1
Et_4A_034573.mRNA1,.,.,.,.,Chr07G009040.1,Chr12G013200.1,Chr04G002220.1,Chr01G026210.1
Et_4A_032384.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035725.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035726.mRNA1,evm.model.Smar20g00909,evm.model.Smar04g02997,.,.,Chr07G009090.1,Chr12G013190.1,Chr04G002190.1,.
Et_4A_035727.mRNA1,.,evm.model.Smar04g02998,.,evm.model.Smar18g00363,.,Chr12G013170.1,.,Chr01G026220.1
Et_4A_034574.mRNA1,.,.,.,.,.,.,.,Chr01G026240.1
Et_4A_034578.mRNA1,.,evm.model.Smar04g02999,.,evm.model.Smar18g00364,.,Chr12G013150.1,.,Chr01G026250.1
Et_4A_034575.mRNA1,.,evm.model.Smar04g03000,.,evm.model.Smar18g00367,.,Chr12G013140.1,.,Chr01G026260.1
Et_4A_035728.mRNA1,.,evm.model.Smar04g03004,.,evm.model.Smar18g00369,.,Chr12G013130.1,.,Chr01G026280.1
Et_4A_035730.mRNA1,evm.model.Smar20g00910,.,.,.,Chr07G009100.1,Chr12G013120.1,Chr04G002180.1,Chr01G026290.1
Et_4A_034579.mRNA1,evm.model.Smar20g00911,evm.model.Smar04g03006,evm.model.Smar14g00773,evm.model.Smar18g00373,Chr07G009110.1,.,Chr04G002170.1,.
Et_4A_034580.mRNA1,evm.model.Smar20g00912,evm.model.Smar04g03008,evm.model.Smar14g00775,evm.model.Smar18g00375,Chr07G009120.1,Chr12G013100.1,Chr04G002160.1,Chr01G026310.1
Et_4A_035729.mRNA1,.,evm.model.Smar04g03011,.,evm.model.Smar18g00376,.,Chr12G013080.1,Chr04G002150.1,Chr01G026330.1
Et_4A_034581.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035731.mRNA1,.,evm.model.Smar04g03012,.,evm.model.Smar18g00377,.,Chr12G013070.1,.,Chr01G026340.1
Et_4A_034585.mRNA1,evm.model.Smar20g00914,.,evm.model.Smar14g00777,.,Chr07G009130.1,.,Chr04G002130.1,.
Et_4A_034582.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034586.mRNA1,evm.model.Smar20g00915,evm.model.Smar04g03014,evm.model.Smar14g00778,evm.model.Smar18g00380,Chr07G009140.1,Chr12G013050.1,Chr04G002100.1,Chr01G026360.1
Et_4A_034583.mRNA1,evm.model.Smar20g00916,evm.model.Smar04g03015,.,evm.model.Smar18g00383,.,Chr12G013030.1,.,Chr01G026370.1
Et_4A_031954.mRNA1,.,evm.model.Smar04g03020,evm.model.Smar14g00779,evm.model.Smar18g00384,Chr07G009150.1,Chr12G013020.1,Chr04G002090.1,Chr01G026390.1
Et_4A_034584.mRNA1,evm.model.Smar20g00918,evm.model.Smar04g03021,evm.model.Smar14g00780,evm.model.Smar18g00385,Chr07G009160.1,Chr12G012990.1,Chr04G002080.1,Chr01G026410.1
Et_4A_035732.mRNA1,evm.model.Smar20g00919,evm.model.Smar04g03024,evm.model.Smar14g00781,evm.model.Smar18g00387,Chr07G009170.1,Chr12G012980.1,Chr04G002070.1,Chr01G026420.1
Et_4A_031955.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035733.mRNA1,.,.,.,.,Chr07G009180.1,Chr12G012970.1,Chr04G002060.1,.
Et_4A_034592.mRNA1,evm.model.Smar20g00921,.,evm.model.Smar14g00785,evm.model.Smar18g00389,Chr07G009190.1,.,Chr04G002050.1,Chr01G026430.1
Et_4A_035734.mRNA1,.,evm.model.Smar04g03027,evm.model.Smar14g00786,.,Chr07G009200.1,Chr12G012960.1,.,Chr01G026440.1
Et_4A_034593.mRNA1,.,.,evm.model.Smar14g00787,.,Chr07G009210.1,.,Chr04G002040.1,Chr01G026450.1
Et_4A_035735.mRNA1,.,evm.model.Smar04g03028,.,evm.model.Smar18g00391,.,Chr12G012950.1,.,Chr01G026480.1
Et_4A_034587.mRNA1,.,evm.model.Smar04g03030,.,evm.model.Smar18g00392,.,Chr12G012940.1,.,Chr01G026490.1
Et_4A_035736.mRNA1,.,evm.model.Smar04g03031,evm.model.Smar14g00788,evm.model.Smar18g00393,Chr07G009220.1,Chr12G012930.1,.,Chr01G026500.1
Et_4A_034594.mRNA1,evm.model.Smar20g00923,.,evm.model.Smar14g00789,evm.model.Smar18g00395,Chr07G009230.1,Chr12G012920.1,Chr04G002030.1,Chr01G026510.1
Et_4A_034588.mRNA1,evm.model.Smar20g00926,evm.model.Smar04g03032,.,evm.model.Smar18g00396,Chr07G009240.1,Chr12G012900.1,Chr04G002020.1,Chr01G026520.1
Et_4A_035737.mRNA1,evm.model.Smar20g00930,.,evm.model.Smar14g00795,evm.model.Smar18g00399,Chr07G009250.1,Chr12G012870.1,Chr04G002000.1,Chr01G026540.1
Et_4A_034589.mRNA1,.,.,.,.,.,Chr12G012860.1,.,Chr01G026560.1
Et_4A_034590.mRNA1,.,.,evm.model.Smar14g00796,evm.model.Smar18g00402,Chr07G009260.1,Chr12G012850.1,Chr04G001990.1,Chr01G026620.1
Et_4A_034591.mRNA1,evm.model.Smar20g00931,.,.,.,Chr07G009270.1,Chr12G012840.1,Chr04G001980.1,Chr01G026630.1
Et_4A_034595.mRNA1,evm.model.Smar20g00932,.,evm.model.Smar14g00798,evm.model.Smar18g00405,Chr07G009280.1,Chr12G012830.1,Chr04G001970.1,Chr01G026640.1
Et_4A_034601.mRNA1,evm.model.Smar20g00934,.,.,evm.model.Smar18g00409,.,Chr12G012820.1,.,.
Et_4A_034602.mRNA1,.,.,evm.model.Smar14g00800,evm.model.Smar18g00410,Chr07G009290.1,Chr12G012800.1,.,Chr01G026650.1
Et_4A_034596.mRNA1,evm.model.Smar20g00935,.,.,.,Chr07G009300.1,.,Chr04G001950.1,.
Et_4A_035738.mRNA1,evm.model.Smar20g00936,evm.model.Smar04g03033,evm.model.Smar14g00801,evm.model.Smar18g00411,Chr07G009310.1,Chr12G012750.1,Chr04G001940.1,Chr01G026660.1
Et_4A_034603.mRNA1,evm.model.Smar20g00937,.,evm.model.Smar14g00803,evm.model.Smar18g00412,Chr07G009320.1,Chr12G012740.1,Chr04G001930.1,Chr01G026670.1
Et_4A_034597.mRNA1,.,evm.model.Smar04g03036,.,.,.,Chr12G012690.1,.,Chr01G026690.1
Et_4A_034598.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034604.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034599.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034600.mRNA1,.,evm.model.Smar04g03037,.,.,.,Chr12G012680.1,.,Chr01G026700.1
Et_4A_034605.mRNA1,evm.model.Smar20g00938,evm.model.Smar04g03038,.,.,Chr07G009340.1,Chr12G012660.1,Chr04G001920.1,Chr01G026710.1
Et_4A_034612.mRNA1,.,.,.,.,Chr07G009350.1,Chr12G012650.1,Chr04G001910.1,Chr01G026720.1
Et_4A_034606.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035739.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034607.mRNA1,.,.,evm.model.Smar14g00805,.,.,.,.,.
Et_4A_034608.mRNA1,.,evm.model.Smar04g03039,.,.,Chr07G009360.1,Chr12G012640.1,Chr04G001900.1,Chr01G026730.1
Et_4A_035740.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034609.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034610.mRNA1,evm.model.Smar20g00939,evm.model.Smar04g03045,.,.,Chr07G009380.1,Chr12G012610.1,Chr04G001890.1,Chr01G026750.1
Et_4A_034611.mRNA1,.,evm.model.Smar04g03046,.,.,.,Chr12G012600.1,.,Chr01G026760.1
Et_4A_034613.mRNA1,.,.,.,.,Chr07G009390.1,Chr12G012590.1,Chr04G001880.1,Chr01G026770.1
Et_4A_034614.mRNA1,.,.,evm.model.Smar14g00807,.,Chr07G009400.1,Chr12G012580.1,Chr04G001870.1,Chr01G026780.1
Et_4A_035741.mRNA1,evm.model.Smar20g00941,.,evm.model.Smar14g00809,.,.,.,Chr04G001860.1,Chr01G026790.1
Et_4A_034615.mRNA1,.,evm.model.Smar04g03048,evm.model.Smar14g00812,evm.model.Smar18g00415,.,Chr12G012570.1,.,Chr01G026800.1
Et_4A_034620.mRNA1,evm.model.Smar20g00943,.,.,evm.model.Smar18g00416,Chr07G009410.1,Chr12G012560.1,Chr04G001850.1,Chr01G026810.1
Et_4A_034621.mRNA1,.,.,evm.model.Smar14g00820,.,Chr07G009420.1,.,Chr04G001840.1,.
Et_4A_034616.mRNA1,.,evm.model.Smar04g03050,.,evm.model.Smar18g00417,.,Chr12G012550.1,.,Chr01G026820.1
Et_4A_034622.mRNA1,.,evm.model.Smar04g03052,evm.model.Smar14g00821,.,Chr07G009430.1,Chr12G012520.1,Chr04G001830.1,Chr01G026840.1
Et_4A_034623.mRNA1,.,evm.model.Smar04g03053,evm.model.Smar14g00823,.,Chr07G009440.1,Chr12G012490.1,Chr04G001820.1,Chr01G026860.1
Et_4A_034624.mRNA1,evm.model.Smar20g00946,.,evm.model.Smar14g00824,.,Chr07G009450.1,Chr12G012480.1,Chr04G001810.1,Chr01G026870.1
Et_4A_034625.mRNA1,.,.,.,.,.,Chr12G012470.1,Chr04G001800.1,Chr01G026880.1
Et_4A_034617.mRNA1,.,evm.model.Smar04g03055,.,evm.model.Smar18g00421,.,Chr12G012460.1,.,Chr01G026890.1
Et_4A_034618.mRNA1,.,.,.,.,Chr07G009460.1,Chr12G012450.1,Chr04G001790.1,Chr01G026900.1
Et_4A_034619.mRNA1,evm.model.Smar20g00952,.,.,evm.model.Smar18g00424,Chr07G009470.1,Chr12G012440.1,Chr04G001780.1,Chr01G026910.1
Et_4A_035743.mRNA1,evm.model.Smar20g00953,evm.model.Smar04g03058,.,evm.model.Smar18g00427,Chr07G009480.1,Chr12G012430.1,Chr04G001770.1,Chr01G026930.1
Et_4A_035742.mRNA1,.,evm.model.Smar04g03059,.,evm.model.Smar18g00428,.,Chr12G012420.1,.,Chr01G026940.1
Et_4A_034635.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034636.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034639.mRNA1,evm.model.Smar20g00954,evm.model.Smar04g03060,.,.,Chr07G009490.1,Chr12G012410.1,Chr04G001760.1,Chr01G026990.1
Et_4A_035752.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034640.mRNA1,evm.model.Smar20g00955,evm.model.Smar04g03061,.,evm.model.Smar18g00431,Chr07G009510.1,Chr12G012390.1,.,.
Et_4A_035750.mRNA1,.,.,.,.,.,Chr12G012380.1,.,.
Et_4A_034637.mRNA1,evm.model.Smar20g00956,.,.,evm.model.Smar18g00432,.,Chr12G012370.1,Chr04G001730.1,.
Et_4A_034638.mRNA1,.,.,.,.,Chr07G009520.1,.,Chr04G001720.1,Chr01G027040.1
Et_4A_031956.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034641.mRNA1,evm.model.Smar20g00957,evm.model.Smar04g03063,.,evm.model.Smar18g00436,Chr07G009530.1,Chr12G012360.1,Chr04G001710.1,Chr01G027050.1
Et_4A_034642.mRNA1,evm.model.Smar20g00958,evm.model.Smar04g03065,evm.model.Smar14g00829,.,Chr07G009540.1,Chr12G012300.1,Chr04G001700.1,Chr01G027070.1
Et_4A_035751.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035753.mRNA1,.,.,.,evm.model.Smar18g00437,Chr07G009560.1,Chr12G012290.1,Chr04G001690.1,Chr01G027090.1
Et_4A_034650.mRNA1,evm.model.Smar20g00959,.,.,.,Chr07G009570.1,Chr12G012280.1,Chr04G001680.1,Chr01G027100.1
Et_4A_034651.mRNA1,evm.model.Smar20g00960,evm.model.Smar04g03071,evm.model.Smar14g00840,evm.model.Smar18g00441,Chr07G009580.1,Chr12G012270.1,Chr04G001670.1,Chr01G027110.1
Et_4A_034643.mRNA1,.,evm.model.Smar04g03072,.,.,.,Chr12G012260.1,.,Chr01G027120.1
Et_4A_034652.mRNA1,.,.,.,.,.,Chr12G012250.1,.,Chr01G027130.1
Et_4A_034644.mRNA1,evm.model.Smar20g00961,.,evm.model.Smar14g00841,.,Chr07G009590.1,.,.,.
Et_4A_034653.mRNA1,.,.,evm.model.Smar14g00842,.,Chr07G009600.1,Chr12G012240.1,.,Chr01G027150.1
Et_4A_034654.mRNA1,.,.,.,.,.,Chr12G012230.1,.,Chr01G027160.1
Et_4A_034645.mRNA1,.,evm.model.Smar04g03077,.,evm.model.Smar18g00449,.,Chr12G012220.1,.,Chr01G027170.1
Et_4A_035754.mRNA1,.,evm.model.Smar04g03079,.,evm.model.Smar18g00450,.,Chr12G012200.1,.,Chr01G027180.1
Et_4A_035759.mRNA1,evm.model.Smar20g00963,.,evm.model.Smar14g00844,.,Chr07G009610.1,.,Chr04G001660.1,.
Et_4A_034655.mRNA1,evm.model.Smar20g00967,.,evm.model.Smar14g00845,.,.,Chr12G012190.1,Chr04G001630.1,Chr01G027190.1
Et_4A_034646.mRNA1,.,.,.,evm.model.Smar18g00452,.,.,.,Chr01G027200.1
Et_4A_035755.mRNA1,evm.model.Smar20g00968,.,evm.model.Smar14g00846,evm.model.Smar18g00453,Chr07G009630.1,.,Chr04G001620.1,Chr01G027210.1
Et_4A_035756.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034648.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034647.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035757.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034649.mRNA1,evm.model.Smar20g00969,.,evm.model.Smar14g00847,.,Chr07G009640.1,.,Chr04G001610.1,.
Et_4A_034656.mRNA1,evm.model.Smar20g00970,.,evm.model.Smar14g00848,.,Chr07G009650.1,Chr12G012180.1,Chr04G001600.1,.
Et_4A_035758.mRNA1,evm.model.Smar20g00973,.,.,.,Chr07G009660.1,.,Chr04G001590.1,.
Et_4A_034657.mRNA1,.,.,.,.,Chr07G009670.1,.,Chr04G001580.1,.
Et_4A_035760.mRNA1,evm.model.Smar20g00975,.,.,evm.model.Smar18g00454,Chr07G009700.1,.,.,.
Et_4A_032385.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034661.mRNA1,.,.,.,.,.,.,.,.
Et_4A_031957.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034662.mRNA1,.,evm.model.Smar04g03080,.,evm.model.Smar18g00457,.,Chr12G012150.1,.,Chr01G027230.1
Et_4A_034663.mRNA1,.,.,.,.,.,Chr12G012140.1,.,Chr01G027240.1
Et_4A_035761.mRNA1,.,.,.,.,.,.,.,.
Et_4A_031958.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034664.mRNA1,.,evm.model.Smar04g03082,.,evm.model.Smar18g00458,.,Chr12G012130.1,.,Chr01G027250.1
Et_4A_034665.mRNA1,.,.,.,.,.,Chr12G012120.1,.,Chr01G027260.1
Et_4A_034666.mRNA1,evm.model.Smar20g00977,.,evm.model.Smar14g00851,.,Chr07G009720.1,Chr12G012110.1,Chr04G001560.1,Chr01G027280.1
Et_4A_034667.mRNA1,.,evm.model.Smar04g03085,.,evm.model.Smar18g00460,.,.,.,.
Et_4A_034658.mRNA1,evm.model.Smar20g00978,.,.,.,Chr07G009730.1,Chr12G012100.1,Chr04G001550.1,Chr01G027290.1
Et_4A_035762.mRNA1,.,.,evm.model.Smar14g00853,.,Chr07G009740.1,.,Chr04G001540.1,.
Et_4A_034659.mRNA1,evm.model.Smar20g00979,evm.model.Smar04g03089,evm.model.Smar14g00854,evm.model.Smar18g00465,Chr07G009750.1,Chr12G012080.1,Chr04G001530.1,.
Et_4A_034668.mRNA1,evm.model.Smar20g00980,evm.model.Smar04g03090,.,evm.model.Smar18g00466,Chr07G009760.1,Chr12G012070.1,Chr04G001510.1,Chr01G027330.1
Et_4A_034660.mRNA1,.,.,.,.,.,Chr12G012030.1,.,Chr01G027340.1
Et_4A_034669.mRNA1,.,evm.model.Smar04g03092,.,.,Chr07G009780.1,Chr12G012020.1,Chr04G001490.1,Chr01G027350.1
Et_4A_035763.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034670.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034680.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035766.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034671.mRNA1,evm.model.Smar20g00982,evm.model.Smar04g03093,.,.,Chr07G009790.1,Chr12G012010.1,Chr04G001480.1,Chr01G027360.1
Et_4A_034672.mRNA1,evm.model.Smar20g00985,.,evm.model.Smar14g00856,.,Chr07G009800.1,Chr12G012000.1,Chr04G001470.1,.
Et_4A_034681.mRNA1,.,.,.,evm.model.Smar18g00469,Chr07G009810.1,Chr12G011960.1,.,Chr01G027370.1
Et_4A_034673.mRNA1,evm.model.Smar20g00987,evm.model.Smar04g03095,evm.model.Smar14g00858,evm.model.Smar18g00470,Chr07G009820.1,Chr12G011950.1,Chr04G001460.1,Chr01G027380.1
Et_4A_034674.mRNA1,evm.model.Smar20g00988,evm.model.Smar04g03096,.,evm.model.Smar18g00471,Chr07G009830.1,Chr12G011940.1,Chr04G001450.1,Chr01G027390.1
Et_4A_031959.mRNA1,evm.model.Smar20g00989,evm.model.Smar04g03097,evm.model.Smar14g00859,evm.model.Smar18g00472,.,Chr12G011930.1,Chr04G001440.1,Chr01G027400.1
Et_4A_034675.mRNA1,evm.model.Smar20g00990,.,evm.model.Smar14g00860,.,Chr07G009850.1,.,Chr04G001430.1,Chr01G027410.1
Et_4A_034682.mRNA1,.,.,evm.model.Smar14g00861,.,Chr07G009860.1,Chr12G011920.1,Chr04G001420.1,Chr01G027420.1
Et_4A_034683.mRNA1,evm.model.Smar20g00991,.,evm.model.Smar14g00862,evm.model.Smar18g00476,Chr07G009870.1,Chr12G011910.1,.,Chr01G027440.1
Et_4A_031960.mRNA1,evm.model.Smar20g00992,.,evm.model.Smar14g00867,evm.model.Smar18g00477,Chr07G009880.1,.,Chr04G001410.1,Chr01G027450.1
Et_4A_035767.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035764.mRNA1,.,.,.,evm.model.Smar18g00482,.,Chr12G011900.1,.,Chr01G027460.1
Et_4A_035765.mRNA1,.,.,.,.,Chr07G009890.1,Chr12G011890.1,Chr04G001400.1,Chr01G027470.1
Et_4A_034676.mRNA1,.,evm.model.Smar04g03103,.,.,.,Chr12G011880.1,.,Chr01G027480.1
Et_4A_034677.mRNA1,.,evm.model.Smar04g03104,evm.model.Smar14g00869,.,Chr07G009900.1,Chr12G011870.1,Chr04G001390.1,Chr01G027490.1
Et_4A_034678.mRNA1,.,evm.model.Smar04g03105,evm.model.Smar14g00870,evm.model.Smar18g00484,Chr07G009910.1,Chr12G011860.1,Chr04G001380.1,Chr01G027500.1
Et_4A_032386.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034679.mRNA1,evm.model.Smar20g00998,evm.model.Smar04g03106,evm.model.Smar14g00871,evm.model.Smar18g00485,Chr07G009930.1,Chr12G011850.1,Chr04G001360.1,Chr01G027510.1
Et_4A_034684.mRNA1,evm.model.Smar20g00999,evm.model.Smar04g03172,evm.model.Smar14g00873,evm.model.Smar18g00558,Chr07G009940.1,Chr12G011290.1,Chr04G001350.1,Chr01G028110.1
Et_4A_034691.mRNA1,.,evm.model.Smar04g03171,evm.model.Smar14g00874,evm.model.Smar18g00557,Chr07G009950.1,Chr12G011300.1,.,Chr01G028100.1
Et_4A_034685.mRNA1,.,evm.model.Smar04g03169,.,evm.model.Smar18g00555,.,Chr12G011310.1,.,Chr01G028080.1
Et_4A_034686.mRNA1,evm.model.Smar20g01000,.,evm.model.Smar14g00876,evm.model.Smar18g00554,Chr07G009960.1,Chr12G011320.1,.,Chr01G028070.1
Et_4A_034687.mRNA1,evm.model.Smar20g01001,evm.model.Smar04g03168,.,evm.model.Smar18g00553,Chr07G009970.1,Chr12G011330.1,Chr04G001340.1,Chr01G028060.1
Et_4A_034692.mRNA1,.,.,.,evm.model.Smar18g00552,.,Chr12G011340.1,.,Chr01G028050.1
Et_4A_034688.mRNA1,.,.,.,.,.,Chr12G011350.1,.,Chr01G028030.1
Et_4A_034693.mRNA1,evm.model.Smar20g01004,.,.,.,Chr07G009980.1,.,Chr04G001330.1,.
Et_4A_034694.mRNA1,.,.,evm.model.Smar14g00877,.,Chr07G009990.1,.,Chr04G001320.1,.
Et_4A_034689.mRNA1,evm.model.Smar20g01006,.,evm.model.Smar14g00880,.,Chr07G010020.1,.,Chr04G001290.1,.
Et_4A_034690.mRNA1,.,evm.model.Smar04g03158,.,evm.model.Smar18g00549,.,Chr12G011410.1,.,.
Et_4A_034695.mRNA1,evm.model.Smar20g01008,evm.model.Smar04g03155,evm.model.Smar14g00882,.,Chr07G010040.1,Chr12G011430.1,.,Chr01G028010.1
Et_4A_034699.mRNA1,.,evm.model.Smar04g03154,.,.,.,Chr12G011440.1,.,Chr01G027990.1
Et_4A_034700.mRNA1,.,evm.model.Smar04g03153,evm.model.Smar14g00883,evm.model.Smar18g00546,Chr07G010050.1,Chr12G011450.1,Chr04G001260.1,Chr01G027980.1
Et_4A_034701.mRNA1,.,evm.model.Smar04g03152,.,.,Chr07G010060.1,Chr12G011460.1,Chr04G001250.1,Chr01G027970.1
Et_4A_034697.mRNA1,evm.model.Smar20g01011,evm.model.Smar04g03150,.,evm.model.Smar18g00544,Chr07G010080.1,Chr12G011470.1,Chr04G001240.1,Chr01G027950.1
Et_4A_032387.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034696.mRNA1,evm.model.Smar20g01012,evm.model.Smar04g03148,.,evm.model.Smar18g00542,Chr07G010090.1,Chr12G011480.1,.,Chr01G027940.1
Et_4A_035768.mRNA1,evm.model.Smar20g01013,evm.model.Smar04g03147,evm.model.Smar14g00886,.,Chr07G010100.1,Chr12G011520.1,Chr04G001230.1,Chr01G027930.1
Et_4A_034698.mRNA1,evm.model.Smar20g01014,evm.model.Smar04g03146,evm.model.Smar14g00887,evm.model.Smar18g00540,Chr07G010110.1,Chr12G011530.1,Chr04G001220.1,Chr01G027920.1
Et_4A_035770.mRNA1,evm.model.Smar20g01015,evm.model.Smar04g03144,evm.model.Smar14g00892,evm.model.Smar18g00539,Chr07G010120.1,Chr12G011540.1,Chr04G001210.1,Chr01G027910.1
Et_4A_032388.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035771.mRNA1,.,evm.model.Smar04g03143,evm.model.Smar14g00894,evm.model.Smar18g00536,Chr07G010130.1,Chr12G011550.1,Chr04G001200.1,Chr01G027880.1
Et_4A_035769.mRNA1,.,evm.model.Smar04g03142,.,.,Chr07G010140.1,Chr12G011560.1,.,Chr01G027870.1
Et_4A_031961.mRNA1,.,.,.,evm.model.Smar18g00534,.,Chr12G011570.1,.,Chr01G027860.1
Et_4A_034707.mRNA1,.,.,evm.model.Smar14g00896,.,.,Chr12G011580.1,.,Chr01G027850.1
Et_4A_035772.mRNA1,evm.model.Smar20g01020,.,evm.model.Smar14g00898,evm.model.Smar18g00533,.,Chr12G011590.1,Chr04G001190.1,Chr01G027840.1
Et_4A_034708.mRNA1,.,evm.model.Smar04g03140,.,evm.model.Smar18g00531,Chr07G010150.1,Chr12G011600.1,.,Chr01G027830.1
Et_4A_034702.mRNA1,.,.,.,evm.model.Smar18g00530,.,Chr12G011610.1,.,Chr01G027820.1
Et_4A_034703.mRNA1,.,evm.model.Smar04g03137,evm.model.Smar14g00900,evm.model.Smar18g00529,Chr07G010160.1,Chr12G011620.1,Chr04G001180.1,Chr01G027810.1
Et_4A_035775.mRNA1,.,evm.model.Smar04g03136,.,evm.model.Smar18g00527,.,Chr12G011630.1,.,Chr01G027800.1
Et_4A_034704.mRNA1,evm.model.Smar20g01024,evm.model.Smar04g03135,evm.model.Smar14g00903,evm.model.Smar18g00526,Chr07G010170.1,Chr12G011640.1,Chr04G001170.1,Chr01G027790.1
Et_4A_034705.mRNA1,.,evm.model.Smar04g03133,.,evm.model.Smar18g00515,.,Chr12G011650.1,.,Chr01G027780.1
Et_4A_035773.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035774.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034706.mRNA1,.,.,.,evm.model.Smar18g00514,.,Chr12G011660.1,.,Chr01G027770.1
Et_4A_035776.mRNA1,.,.,.,evm.model.Smar18g00513,.,Chr12G011670.1,.,.
Et_4A_034709.mRNA1,evm.model.Smar20g01025,evm.model.Smar04g03130,evm.model.Smar14g00904,evm.model.Smar18g00512,Chr07G010180.1,Chr12G011680.1,Chr04G001160.1,Chr01G027760.1
Et_4A_034713.mRNA1,.,.,.,evm.model.Smar18g00510,.,Chr12G011690.1,.,Chr01G027750.1
Et_4A_034714.mRNA1,evm.model.Smar20g01028,evm.model.Smar04g03127,evm.model.Smar14g00909,evm.model.Smar18g00508,Chr07G010240.1,Chr12G011700.1,Chr04G001150.1,Chr01G027740.1
Et_4A_034715.mRNA1,evm.model.Smar20g01029,evm.model.Smar04g03125,evm.model.Smar14g00910,evm.model.Smar18g00503,Chr07G010250.1,Chr12G011710.1,Chr04G001140.1,Chr01G027690.1
Et_4A_034710.mRNA1,.,evm.model.Smar04g03122,.,evm.model.Smar18g00502,Chr07G010260.1,Chr12G011720.1,Chr04G001130.1,.
Et_4A_034711.mRNA1,evm.model.Smar20g01031,evm.model.Smar04g03121,evm.model.Smar14g00914,.,Chr07G010270.1,Chr12G011730.1,Chr04G001120.1,Chr01G027680.1
Et_4A_035780.mRNA1,.,evm.model.Smar04g03120,evm.model.Smar14g00915,evm.model.Smar18g00501,Chr07G010280.1,Chr12G011740.1,Chr04G001110.1,Chr01G027670.1
Et_4A_034712.mRNA1,.,.,.,evm.model.Smar18g00499,.,Chr12G011750.1,.,Chr01G027650.1
Et_4A_034716.mRNA1,.,evm.model.Smar04g03119,.,evm.model.Smar18g00498,Chr07G010290.1,Chr12G011760.1,Chr04G001100.1,Chr01G027640.1
Et_4A_035777.mRNA1,.,evm.model.Smar04g03118,.,evm.model.Smar18g00494,.,Chr12G011770.1,.,Chr01G027610.1
Et_4A_035778.mRNA1,.,evm.model.Smar04g03117,.,evm.model.Smar18g00493,.,Chr12G011780.1,.,Chr01G027600.1
Et_4A_034717.mRNA1,evm.model.Smar20g01036,evm.model.Smar04g03112,evm.model.Smar14g00918,evm.model.Smar18g00490,Chr07G010300.1,Chr12G011790.1,.,Chr01G027590.1
Et_4A_035779.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035781.mRNA1,.,.,.,.,.,Chr12G011800.1,.,Chr01G027580.1
Et_4A_035782.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034718.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034719.mRNA1,.,.,.,evm.model.Smar18g00488,.,Chr12G011810.1,.,Chr01G027560.1
Et_4A_034720.mRNA1,.,evm.model.Smar04g03110,.,,.,Chr12G011830.1,.,Chr01G027530.1
